category,analysis_group,mode,model,file,response_style,q_id,question,ground_truth,extracted_ans,correct,full_response
junctions,ji_v1,Mode A,smolvlm,junctions_smolvlm_ji_v1_fixed.csv,verbose_or_other,JN_ADV_02,"Is the traffic light currently displaying red or yellow, requiring the ego vehicle to stop or yield?",no,unclear,False,Red
junctions,ji_v1,Mode A,smolvlm,junctions_smolvlm_ji_v1_fixed.csv,verbose_or_other,JN_S_03,Is this junction on a highway or high-speed road rather than an urban street?,no,unclear,False,Highway
junctions,ji_v1,Mode A,smolvlm,junctions_smolvlm_ji_v1_fixed.csv,verbose_or_other,JN_S_03,Is this junction on a highway or high-speed road rather than an urban street?,yes,unclear,False,Highway
junctions,ji_v1,Mode A,smolvlm,junctions_smolvlm_ji_v1_fixed.csv,verbose_or_other,JN_S_03,Is this junction on a highway or high-speed road rather than an urban street?,yes,unclear,False,Highway
junctions,ji_linguistic,Mode A,smolvlm,junctions_smolvlm_ji_ling.csv,verbose_or_other,JN_S_05_v4,Is this scene captured in full daylight or darkness rather than at dawn or dusk?,yes,unclear,False,Daylight
junctions,ji_linguistic,Mode A,smolvlm,junctions_smolvlm_ji_ling.csv,verbose_or_other,JN_ADV_02_v2,Does the traffic signal currently indicate that vehicles must stop or wait?,no,unclear,False,Stop
junctions,ji_linguistic,Mode A,smolvlm,junctions_smolvlm_ji_ling.csv,verbose_or_other,JN_S_05_v4,Is this scene captured in full daylight or darkness rather than at dawn or dusk?,yes,unclear,False,Daytime
junctions,ji_linguistic,Mode A,smolvlm,junctions_smolvlm_ji_ling.csv,verbose_or_other,JN_S_05_v4,Is this scene captured in full daylight or darkness rather than at dawn or dusk?,yes,unclear,False,Darkness
junctions,ji_linguistic,Mode A,smolvlm,junctions_smolvlm_ji_ling.csv,verbose_or_other,JN_S_05_v4,Is this scene captured in full daylight or darkness rather than at dawn or dusk?,yes,unclear,False,Daytime
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,yes_no_with_explanation,NS_CF_01,Is there a pedestrian visible in the front view of the ego vehicle?,no,no,True,"No, there is no pedestrian visible in the front view of the ego vehicle."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,yes_no_with_explanation,NS_CF_02,Is there a pedestrian on the left side of the road ahead?,no,yes,False,"Yes, there is a pedestrian on the left side of the road ahead."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,yes_no_with_explanation,NS_CF_03,Is there a pedestrian on the right side of the road ahead?,no,no,True,"No, there is no pedestrian on the right side of the road ahead. The image shows a car and a bus driving down the road, with no pedestrians visible."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,yes_no_with_explanation,NS_CF_04,Should the driver yield to a pedestrian currently in or near the path of the ego vehicle?,no,yes,False,"Yes, the driver should yield to the pedestrian currently in or near the path of the ego vehicle. In the image, there are multiple vehicles, including a bus and a car, driving down the street. The driver should be cautious and attentive to the presence of pedestrians, ensuring their safety by yielding to them when necessary. This is particularly important in areas with limited visibility or at night, as the driver may not be able to see the pedestrian clearly. Yielding to pedestrians helps mainta"
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,yes_no_with_explanation,NS_CF_05,Is there a pedestrian crossing the road from the left side in front of the ego vehicle?,no,yes,False,"Yes, there is a pedestrian crossing the road from the left side in front of the ego vehicle."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,verbose_or_other,NS_PRED_01,Is the White commercial vehicle (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,The White commercial vehicle (van) is moving ahead of the ego vehicle (car) on the road.
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,verbose_or_other,NS_PRED_03,Is the Silver gray business car (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The silver gray business car (moving) is ahead of the ego vehicle, which is a traffic sign."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,verbose_or_other,NS_PRED_05,Is the Black small car (moving) behind of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The Black small car is moving behind the ego vehicle, which is a van."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,verbose_or_other,NS_PRED_01,Is the Black SUV (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The Black SUV is ahead of the ego vehicle, which is a traffic sign."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,verbose_or_other,NS_PRED_03,Is the White pickup truck (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The White pickup truck is ahead of the ego vehicle, which is a traffic sign."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,refusal_or_unanswerable,NS_PRED_02,Would the Unable to determine (moving) ahead of the ego vehicle be in the moving direction of the ego vehicle?,no,yes,False,"Yes, the Unable to determine (moving) ahead of the ego vehicle would be in the moving direction of the ego vehicle."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,refusal_or_unanswerable,NS_PRED_10,Will the Person wearing a white shirt (moving) ahead of the ego vehicle change its motion state based on the Unable to determine (moving) ahead of the ego vehicle?,no,yes,False,"Yes, the person wearing a white shirt will change its motion state based on the unable to determine (moving) ahead of the ego vehicle. If the unable to determine (moving) ahead vehicle is moving too fast or too close to the person, the person wearing the white shirt will likely try to slow down or change their direction to avoid a collision. This is a safety precaution to ensure that both the person and the ego vehicle can travel safely on the road."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns.csv,refusal_or_unanswerable,NS_PLAN_01,Is the Unable to determine (moving) ahead of the ego vehicle an object that the ego vehicle should consider in the current scene?,no,yes,False,"Yes, the Unable to determine (moving) ahead of the ego vehicle is an object that the ego vehicle should consider in the current scene. The object is a stop sign, which is located on the side of the road. The ego vehicle should come to a complete stop before the stop sign, ensuring that it follows traffic rules and allows other vehicles, pedestrians, and cyclists to safely navigate the intersection."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,yes_no_with_explanation,NS_CF_01,Is there a pedestrian visible in the front view of the ego vehicle?,no,no,True,"No, there is no pedestrian visible in the front view of the ego vehicle."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,yes_no_with_explanation,NS_CF_02,Is there a pedestrian on the left side of the road ahead?,no,yes,False,"Yes, there is a pedestrian on the left side of the road ahead."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,yes_no_with_explanation,NS_CF_03,Is there a pedestrian on the right side of the road ahead?,no,no,True,"No, there is no pedestrian on the right side of the road ahead. The image shows a car and a bus driving down the road, with no pedestrians visible."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,yes_no_with_explanation,NS_CF_04,Should the driver yield to a pedestrian currently in or near the path of the ego vehicle?,no,yes,False,"Yes, the driver should yield to the pedestrian currently in or near the path of the ego vehicle. In the image, there are multiple vehicles, including a bus and a car, driving down the street. The driver should be cautious and attentive to the presence of pedestrians, ensuring their safety by yielding to them when necessary. This is particularly important in areas with limited visibility or at night, as the driver may not be able to see the pedestrian clearly. Yielding to pedestrians helps mainta"
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,yes_no_with_explanation,NS_CF_05,Is there a pedestrian crossing the road from the left side in front of the ego vehicle?,no,yes,False,"Yes, there is a pedestrian crossing the road from the left side in front of the ego vehicle."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,verbose_or_other,NS_PRED_01,Is the White commercial vehicle (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,The White commercial vehicle (van) is moving ahead of the ego vehicle (car) on the road.
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,verbose_or_other,NS_PRED_03,Is the Silver gray business car (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The silver gray business car (moving) is ahead of the ego vehicle, which is a traffic sign."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,verbose_or_other,NS_PRED_05,Is the Black small car (moving) behind of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The Black small car is moving behind the ego vehicle, which is a van."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,verbose_or_other,NS_PRED_01,Is the Black SUV (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The Black SUV is ahead of the ego vehicle, which is a traffic sign."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,verbose_or_other,NS_PRED_03,Is the White pickup truck (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,"The White pickup truck is ahead of the ego vehicle, which is a traffic sign."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,refusal_or_unanswerable,NS_PRED_02,Would the Unable to determine (moving) ahead of the ego vehicle be in the moving direction of the ego vehicle?,no,yes,False,"Yes, the Unable to determine (moving) ahead of the ego vehicle would be in the moving direction of the ego vehicle."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,refusal_or_unanswerable,NS_PRED_10,Will the Person wearing a white shirt (moving) ahead of the ego vehicle change its motion state based on the Unable to determine (moving) ahead of the ego vehicle?,no,yes,False,"Yes, the person wearing a white shirt will change its motion state based on the unable to determine (moving) ahead of the ego vehicle. If the unable to determine (moving) ahead vehicle is moving too fast or too close to the person, the person wearing the white shirt will likely try to slow down or change their direction to avoid a collision. This is a safety precaution to ensure that both the person and the ego vehicle can travel safely on the road."
nuscenes_spatial,ns_spatial,Mode A,moondream,nuscenes_moondream_ns_fixed.csv,refusal_or_unanswerable,NS_PLAN_01,Is the Unable to determine (moving) ahead of the ego vehicle an object that the ego vehicle should consider in the current scene?,no,yes,False,"Yes, the Unable to determine (moving) ahead of the ego vehicle is an object that the ego vehicle should consider in the current scene. The object is a stop sign, which is located on the side of the road. The ego vehicle should come to a complete stop before the stop sign, ensuring that it follows traffic rules and allows other vehicles, pedestrians, and cyclists to safely navigate the intersection."
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns.csv,verbose_or_other,NS_PRED_09,Is the Red light ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,traffic sign
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns.csv,verbose_or_other,NS_PRED_05,Is the White truck (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns.csv,verbose_or_other,NS_PRED_07,Is the White truck (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns.csv,verbose_or_other,NS_PRED_01,Is the Gray obstacle ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns.csv,verbose_or_other,NS_PRED_03,Is the Gray obstacle ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns_fixed.csv,verbose_or_other,NS_PRED_09,Is the Red light ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,traffic sign
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns_fixed.csv,verbose_or_other,NS_PRED_05,Is the White truck (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns_fixed.csv,verbose_or_other,NS_PRED_07,Is the White truck (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns_fixed.csv,verbose_or_other,NS_PRED_01,Is the Gray obstacle ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,paligemma,nuscenes_paligemma_ns_fixed.csv,verbose_or_other,NS_PRED_03,Is the Gray obstacle ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns.csv,verbose_or_other,NS_PRED_01,Is the White commercial vehicle (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns.csv,verbose_or_other,NS_PRED_03,Is the Silver gray business car (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns.csv,verbose_or_other,NS_PRED_01,Is the Silver sedan (moving) behind of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns.csv,verbose_or_other,NS_PRED_03,Is the Silver car (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns.csv,verbose_or_other,NS_PRED_05,Is the Red light ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns_fixed.csv,verbose_or_other,NS_PRED_01,Is the White commercial vehicle (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns_fixed.csv,verbose_or_other,NS_PRED_03,Is the Silver gray business car (moving) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns_fixed.csv,verbose_or_other,NS_PRED_01,Is the Silver sedan (moving) behind of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns_fixed.csv,verbose_or_other,NS_PRED_03,Is the Silver car (stationary) ahead of the ego vehicle a traffic sign or a road barrier?,no,unclear,False,Road barrier
nuscenes_spatial,ns_spatial,Mode A,smolvlm,nuscenes_smolvlm_ns_fixed.csv,verbose_or_other,NS_PRED_05,Is the Red light ahead of the ego vehicle a traffic sign or a road barrier?,yes,unclear,False,Road barrier
